title	tomato_meter	audience_score	date	directors
Bananas	83	74	1971	['Woody Allen']
Gentlemen Prefer Blondes	98	83	1953	['Howard Hawks']
Paan Singh Tomar	None	89	2012	['Tigmanshu Dhulia']
Cyrus	80	53	2010	['Jay Duplass', 'Mark Duplass']
Antwone Fisher	78	86	2002	['Denzel Washington']
Hedwig and the Angry Inch	92	93	2001	['John Cameron Mitchell']
The Muppet Movie	88	88	1979	['James Frawley']
Shattered Glass	92	79	2003	['Billy Ray']
Maria Full of Grace	97	87	2004	['Joshua Marston']
His House	100	74	2020	['Remi Weekes']
Fools Rush In	34	64	1997	['Andy Tennant']
Red Tails	40	58	2012	['Anthony Hemingway']
Nurse Betty	83	45	2000	['Neil LaBute']
Grease 2	39	53	1982	['Patricia Birch']
Nim's Island	52	46	2008	['Jennifer Flackett', 'Mark Levin']
Out of the Past	95	92	1947	['Jacques Tourneur']
Velvet Goldmine	59	80	1998	['Todd Haynes']
The Good Liar	63	85	2019	['Bill Condon']
The Messenger	90	75	2009	['Oren Moverman']
Bug	62	34	2006	['William Friedkin']
The Unbearable Lightness of Being	85	84	1988	['Philip Kaufman']
Abominable	82	95	2019	['Jill Culton', 'Todd Wilderman']
Harry and the Hendersons	43	54	1987	['William Dear']
The Lawnmower Man	35	31	1992	['Brett Leonard']
The Croods: A New Age	77	94	2020	['Joel Crawford']
Exit Wounds	33	45	2001	['Andrzej Bartkowiak']
Braven	77	74	2018	['Lin Oeding']
To Be or Not to Be	96	93	1942	['Ernst Lubitsch']
Admission	39	32	2013	['Paul Weitz']
In the Land of Blood and Honey	57	47	2011	['Angelina Jolie']
Major Payne	33	68	1995	['Nick Castle']
Agent Cody Banks	38	32	2003	['Harald Zwart']
Critters	50	45	1986	['Stephen Herek']
Jersey Boys	51	62	2014	['Clint Eastwood']
Los ojos de Julia	90	68	2010	['Guillem Morales']
Little Big Man	96	87	1970	['Arthur Penn']
Halloween: The Curse of Michael Myers	9	37	1995	['Joe Chappelle']
The War of the Worlds	88	71	1953	['Byron Haskin']
Better Watch Out	89	65	2016	['Chris Peckover']
Kagemusha	88	92	1980	['Akira Kurosawa']
Osmosis Jones	55	41	2001	['Bobby Farrelly', 'Peter Farrelly']
Undercover Brother	78	64	2002	['Malcolm D. Lee']
Henry: Portrait of a Serial Killer	87	71	1986	['John McNaughton']
This Must Be the Place	67	58	2011	['Paolo Sorrentino']
Yahsi Bati	None	60	2009	['Ömer Faruk Sorak']
Find Me Guilty	62	63	2006	['Sidney Lumet']
Captain Corelli's Mandolin	28	50	2001	['John Madden']
New Jack City	77	80	1991	['Mario Van Peebles']
Black	67	90	2005	['Sanjay Leela Bhansali']
Chaos Walking	21	71	2021	['Doug Liman']
Sweet and Lowdown	77	82	1999	['Woody Allen']
Escape from the Planet of the Apes	77	53	1971	['Don Taylor']
The Rookie	84	70	2002	['John Lee Hancock']
A Girl Walks Home Alone at Night	96	75	2014	['Ana Lily Amirpour']
Now Is Good	56	64	2012	['Ol Parker']
L'immortel	46	55	2010	['Richard Berry']
Alvin and the Chipmunks: Chipwrecked	12	51	2011	['Mike Mitchell']
Time Trap	62	64	2017	['Mark Dennis', 'Ben Foster']
The Babysitter: Killer Queen	48	60	2020	['McG']
The Secret of Kells	90	85	2009	['Tomm Moore', 'Nora Twomey']
The Odd Couple	97	89	1968	['Gene Saks']
Toofaan	53	24	2021	['Rakeysh Omprakash Mehra']
Step Up All In	42	57	2014	['Trish Sie']
Gunjan Saxena: The Kargil Girl	100	24	2020	['Sharan Sharma']
Gummo	38	73	1997	['Harmony Korine']
Infinite	16	34	2021	['Antoine Fuqua']
For Love of the Game	46	75	1999	['Sam Raimi']
The Killer Inside Me	55	40	2010	['Michael Winterbottom']
White Boy Rick	57	51	2018	['Yann Demange']
Redirected	None	38	2014	['Emilis Velyvis']
The Boy Who Harnessed the Wind	86	86	2019	['Chiwetel Ejiofor']
Altered States	85	71	1980	['Ken Russell']
The Innkeepers	79	42	2011	['Ti West']
Barbarella	74	56	1968	['Roger Vadim']
Hollywoodland	68	48	2006	['Allen Coulter']
Housebound	95	73	2014	['Gerard Johnstone']
6 Souls	4	45	2010	['Måns Mårlind', 'Björn Stein']
The Hate U Give	97	83	2018	['George Tillman Jr.']
Les visiteurs	31	79	1993	['Jean-Marie Poiré']
Compliance	89	60	2012	['Craig Zobel']
Confidence	69	70	2003	['James Foley']
To Have and Have Not	97	90	1944	['Howard Hawks']
Che: Part Two	79	66	2008	['Steven Soderbergh']
Rumble Fish	74	80	1983	['Francis Ford Coppola']
Forces of Nature	45	35	1999	['Bronwen Hughes']
Dracula 2000	17	39	2000	['Patrick Lussier']
Alex Cross	11	47	2012	['Rob Cohen']
Frequently Asked Questions About Time Travel	38	61	2009	['Gareth Carrivick']
Pek Yakinda	None	73	2014	['Cem Yilmaz']
Double Team	11	25	1997	['Hark Tsui']
P2	35	36	2007	['Franck Khalfoun']
Honey Boy	94	92	2019	["Alma Har'el"]
Fitzcarraldo	79	92	1982	['Werner Herzog']
Once Were Warriors	93	95	1994	['Lee Tamahori']
Welcome to the Dollhouse	90	86	1995	['Todd Solondz']
Av Mevsimi	None	66	2010	['Yavuz Turgul']
Welcome to the Punch	48	36	2013	['Eran Creevy']
Man of the Year	21	45	2006	['Barry Levinson']
Muppets Most Wanted	80	58	2014	['James Bobin']
The Whistleblower	75	71	2010	['Larysa Kondracki']
The Nines	65	61	2007	['John August']
Talvar	90	90	2015	['Meghna Gulzar']
Bajirao Mastani	65	73	2015	['Sanjay Leela Bhansali']
Anand	None	96	1971	['Hrishikesh Mukherjee']
Ek Tha Tiger	71	49	2012	['Kabir Khan']
Love Story	68	75	1970	['Arthur Hiller']
Shortbus	68	77	2006	['John Cameron Mitchell']
Bubble Boy	31	48	2001	['Blair Hayes']
Winchester	13	32	2018	['Michael Spierig', 'Peter Spierig']
Radio Days	90	84	1987	['Woody Allen']
Au revoir les enfants	97	93	1987	['Louis Malle']
Instinct	27	67	1999	['Jon Turteltaub']
Blues Brothers 2000	46	37	1998	['John Landis']
54	15	33	1998	['Mark Christopher']
1941	42	48	1979	['Steven Spielberg']
Tideland	30	64	2005	['Terry Gilliam']
Babe: Pig in the City	65	41	1998	['George Miller']
Fighting	39	36	2009	['Dito Montiel']
The Company You Keep	54	45	2012	['Robert Redford']
Igby Goes Down	75	80	2002	['Burr Steers']
Du rififi chez les hommes	92	95	1955	['Jules Dassin']
Upstream Color	86	69	2013	['Shane Carruth']
The Half of It	97	81	2020	['Alice Wu']
The Second Best Exotic Marigold Hotel	65	59	2015	['John Madden']
Jimmy Neutron: Boy Genius	74	53	2001	['John A. Davis']
Blood and Bone	None	71	2009	['Ben Ramsey']
A Long Way Down	22	40	2014	['Pascal Chaumeil']
Real Genius	74	83	1985	['Martha Coolidge']
The Woodsman	88	77	2004	['Nicole Kassell']
The Shack	21	77	2017	['Stuart Hazeldine']
The Open House	13	8	2018	['Matt Angel', 'Suzanne Coote']
99 Homes	92	78	2014	['Ramin Bahrani']
Beautiful Girls	79	81	1996	['Ted Demme']
Love Happens	16	37	2009	['Brandon Camp']
All the Boys Love Mandy Lane	46	31	2006	['Jonathan Levine']
Cop Car	81	53	2015	['Jon Watts']
Gojira	93	89	1954	['Ishirô Honda']
Pierrot le Fou	87	87	1965	['Jean-Luc Godard']
La Bamba	82	78	1987	['Luis Valdez']
Leatherheads	52	38	2008	['George Clooney']
On the Basis of Sex	72	76	2018	['Mimi Leder']
The Homesman	80	52	2014	['Tommy Lee Jones']
45 Years	97	67	2015	['Andrew Haigh']
The Lord of the Rings	52	64	1978	['Ralph Bakshi']
At Eternity's Gate	78	64	2018	['Julian Schnabel']
Choke	56	52	2008	['Clark Gregg']
Chasing Mavericks	33	70	2012	['Michael Apted', 'Curtis Hanson']
Hokkabaz	None	74	2006	['Ali Taner Baltaci', 'Cem Yilmaz']
Don't Tell Mom the Babysitter's Dead	36	57	1991	['Stephen Herek']
I Kill Giants	78	74	2017	['Anders Walter']
Teenage Mutant Ninja Turtles III	22	34	1993	['Stuart Gillard']
Body Double	76	65	1984	['Brian De Palma']
Chaos Theory	30	58	2007	['Marcos Siega']
Thuppakki	None	83	2012	['A.R. Murugadoss']
An American in Paris	96	79	1951	['Vincente Minnelli']
22 July	81	69	2018	['Paul Greengrass']
Must Love Dogs	36	50	2005	['Gary David Goldberg']
Slender Man	8	17	2018	['Sylvain White']
In the Land of Women	44	52	2007	['Jonathan Kasdan']
Dumplin'	87	73	2018	['Anne Fletcher']
The Man Who Knew Too Little	39	69	1997	['Jon Amiel']
Tyrannosaur	83	85	2011	['Paddy Considine']
Jodhaa Akbar	75	78	2008	['Ashutosh Gowariker']
Toys	30	39	1992	['Barry Levinson']
Son of Rambow	73	79	2007	['Garth Jennings']
White Heat	97	93	1949	['Raoul Walsh']
Badhaai ho	92	83	2018	['Amit Ravindernath Sharma']
Undisputed	48	46	2002	['Walter Hill']
Multiplicity	43	49	1996	['Harold Ramis']
Melinda and Melinda	52	47	2004	['Woody Allen']
Maximum Overdrive	15	50	1986	['Stephen King']
Gunpowder Milkshake	57	48	2021	['Navot Papushado']
Regarding Henry	43	63	1991	['Mike Nichols']
Conquest of the Planet of the Apes	50	46	1972	['J. Lee Thompson']
White Oleander	68	81	2002	['Peter Kosminsky']
Stree	79	81	2018	['Amar Kaushik']
Firestarter	37	53	1984	['Mark L. Lester']
The Nutcracker and the Four Realms	32	34	2018	['Lasse Hallström', 'Joe Johnston']
Drishyam 2	86	94	2021	['Jeethu Joseph']
Krull	32	51	1983	['Peter Yates']
Darkness Falls	9	34	2003	['Jonathan Liebesman']
City Island	82	79	2009	['Raymond De Felitta']
2 Days in Paris	88	71	2007	['Julie Delpy']
Spartan	65	62	2004	['David Mamet']
Kangaroo Jack	8	29	2003	['David McNally']
Tomorrow, When the War Began	64	57	2010	['Stuart Beattie']
The Many Saints of Newark	73	59	2021	['Alan Taylor']
Blue Crush	62	58	2002	['John Stockwell']
Danny Collins	78	73	2015	['Dan Fogelman']
Alan Partridge: Alpha Papa	87	73	2013	['Declan Lowney']
Pontypool	84	68	2008	['Bruce McDonald']
The Diary of a Teenage Girl	95	73	2015	['Marielle Heller']
Seraphim Falls	55	53	2006	['David Von Ancken']
Dabangg	60	61	2010	['Abhinav Kashyap']
Sid and Nancy	88	76	1986	['Alex Cox']
Escape from Pretoria	73	76	2020	['Francis Annan']
Batman: The Movie	79	62	1966	['Leslie H. Martinson']
Raanjhanaa	67	63	2013	['Aanand L. Rai']
Damien: Omen II	44	49	1978	['Don Taylor', 'Mike Hodges']
Tank Girl	40	63	1995	['Rachel Talalay']
Gilda	90	88	1946	['Charles Vidor']
Vampire Hunter D: Bloodlust	72	86	2000	['Jack Fletcher', 'Yoshiaki Kawajiri']
Cypher	58	65	2002	['Vincenzo Natali']
The Darkest Minds	15	72	2018	['Jennifer Yuh Nelson']
Michael Collins	77	84	1996	['Neil Jordan']
Dans la maison	88	84	2012	['François Ozon']
Anacondas: The Hunt for the Blood Orchid	26	27	2004	['Dwight H. Little']
Howards End	94	81	1992	['James Ivory']
Boogeyman	13	21	2005	['Stephen Kay']
Armored	40	31	2009	['Nimród Antal']
Above the Law	47	48	1988	['Andrew Davis']
Barbershop	83	62	2002	['Tim Story']
Sliver	11	28	1993	['Phillip Noyce']
Unfriended: Dark Web	60	39	2018	['Stephen Susco']
Dragon: The Bruce Lee Story	74	79	1993	['Rob Cohen']
The Omega Man	65	53	1971	['Boris Sagal']
Tequila Sunrise	52	40	1988	['Robert Towne']
Back to School	86	68	1986	['Alan Metter']
Police Academy 6: City Under Siege	0	28	1989	['Peter Bonerz']
The Aeronauts	71	95	2019	['Tom Harper']
The Prophecy	43	64	1995	['Gregory Widen']
Anything Else	40	44	2003	['Woody Allen']
Piku	89	74	2015	['Shoojit Sircar']
To Wong Foo Thanks for Everything, Julie Newmar	41	71	1995	['Beeban Kidron']
Cyborg	22	30	1989	['Albert Pyun']
Nanny McPhee and the Big Bang	75	55	2010	['Susanna White']
Death on the Nile	76	78	1978	['John Guillermin']
The Two Faces of January	79	48	2014	['Hossein Amini']
Jason Goes to Hell: The Final Friday	16	24	1993	['Adam Marcus']
Nixon	75	74	1995	['Oliver Stone']
Gods and Monsters	96	83	1998	['Bill Condon']
Lord of the Flies	60	52	1990	['Harry Hook']
Jeremiah Johnson	95	89	1972	['Sydney Pollack']
Sweet Smell of Success	98	92	1957	['Alexander Mackendrick']
Goya's Ghosts	30	57	2006	['Milos Forman']
One Night at McCool's	33	39	2001	['Harald Zwart']
Bound by Honor	62	94	1993	['Taylor Hackford']
Big Nothing	43	61	2006	['Jean-Baptiste Andrea']
Hiroshima mon amour	97	89	1959	['Alain Resnais']
Padmaavat	56	63	2018	['Sanjay Leela Bhansali']
Omohide poro poro	100	82	1991	['Isao Takahata']
Hatchet	55	45	2006	['Adam Green']
Problem Child	0	42	1990	['Dennis Dugan']
Some Kind of Wonderful	75	80	1987	['Howard Deutch']
All That Jazz	87	86	1979	['Bob Fosse']
Red River	100	87	1948	['Howard Hawks', 'Arthur Rosson']
Murder at 1600	33	42	1997	['Dwight H. Little']
The End of the Tour	92	81	2015	['James Ponsoldt']
Ils	62	60	2006	['David Moreau', 'Xavier Palud']
Sleepaway Camp	78	59	1983	['Robert Hiltzik']
Paranoid Park	77	65	2007	['Gus Van Sant']
Z for Zachariah	79	44	2015	['Craig Zobel']
Battle for the Planet of the Apes	36	30	1973	['J. Lee Thompson']
Sorority Row	27	32	2009	['Stewart Hendler']
Wake Up Sid	None	75	2009	['Ayan Mukherjee']
Escape Plan 2: Hades	8	14	2018	['Steven C. Miller']
Waar	None	85	2013	['Bilal Lashari']
Powder	50	69	1995	['Victor Salva']
My Big Fat Greek Wedding 2	27	53	2016	['Kirk Jones']
No se aceptan devoluciones	57	89	2013	['Eugenio Derbez']
Palmer	72	87	2021	['Fisher Stevens']
The Shop Around the Corner	100	91	1940	['Ernst Lubitsch']
Mermaids	74	70	1990	['Richard Benjamin']
Bharat	32	52	2019	['Ali Abbas Zafar']
Between Two Ferns: The Movie	75	44	2019	['Scott Aukerman']
Kabir Singh	23	79	2019	['Sandeep Reddy Vanga']
Cam	93	54	2018	['Daniel Goldhaber']
Thinner	15	30	1996	['Tom Holland']
Happythankyoumoreplease	42	60	2010	['Josh Radnor']
Blindspotting	94	87	2018	['Carlos López Estrada']
In a Lonely Place	98	89	1950	['Nicholas Ray']
School for Scoundrels	26	52	2006	['Todd Phillips']
Open Grave	22	39	2013	['Gonzalo López-Gallego']
You Can Count on Me	95	88	2000	['Kenneth Lonergan']
Hellraiser III: Hell on Earth	42	35	1992	['Anthony Hickox']
Rogue	94	53	2007	['Greg McLean']
Take the Money and Run	91	80	1969	['Woody Allen']
Tau	25	48	2018	["Federico D'Alessandro"]
Wait Until Dark	96	91	1967	['Terence Young']
The Strangers: Prey at Night	40	35	2018	['Johannes Roberts']
Club Dread	29	44	2004	['Jay Chandrasekhar']
Virtuosity	32	32	1995	['Brett Leonard']
1492: Conquest of Paradise	32	50	1992	['Ridley Scott']
A Street Cat Named Bob	77	76	2016	['Roger Spottiswoode']
Barnyard	22	52	2006	['Steve Oedekerk']
The Taking of Pelham One Two Three	100	88	1974	['Joseph Sargent']
How I Live Now	65	55	2013	['Kevin Macdonald']
On Golden Pond	93	87	1981	['Mark Rydell']
But I'm a Cheerleader	41	74	1999	['Jamie Babbit']
Broadcast News	98	79	1987	['James L. Brooks']
Pushing Tin	48	42	1999	['Mike Newell']
I Know Who Killed Me	9	26	2007	['Chris Sivertson']
Always	64	60	1989	['Steven Spielberg']
Inherit the Wind	93	91	1960	['Stanley Kramer']
The Lords of Salem	46	30	2012	['Rob Zombie']
The Bad Batch	46	30	2016	['Ana Lily Amirpour']
Pulse	11	27	2006	['Jim Sonzero']
Rupan sansei: Kariosutoro no shiro	95	88	1979	['Hayao Miyazaki']
Pather Panchali	97	94	1955	['Satyajit Ray']
Miss Potter	68	68	2006	['Chris Noonan']
Another Year	93	74	2010	['Mike Leigh']
Money Talks	16	71	1997	['Brett Ratner']
Funny Face	87	81	1957	['Stanley Donen']
Universal Soldier: The Return	5	24	1999	['Mic Rodgers']
Taking Woodstock	48	47	2009	['Ang Lee']
Udta Punjab	91	77	2016	['Abhishek Chaubey']
FernGully: The Last Rainforest	63	64	1992	['Bill Kroyer']
A Bigger Splash	89	58	2015	['Luca Guadagnino']
My Boss's Daughter	8	23	2003	['David Zucker']
Hard to Kill	36	47	1990	['Bruce Malmuth']
Knockin' on Heaven's Door	None	92	1997	['Thomas Jahn']
Delhi Belly	89	82	2011	['Abhinay Deo', 'Akshat Verma']
Friends with Money	72	40	2006	['Nicole Holofcener']
Species II	9	18	1998	['Peter Medak']
Look Who's Talking Now	0	29	1993	['Tom Ropelewski']
Marrowbone	49	57	2017	['Sergio G. Sánchez']
I Spit on Your Grave 2	0	30	2013	['Steven R. Monroe']
Cronos	91	69	1993	['Guillermo del Toro']
Outland	56	54	1981	['Peter Hyams']
Mohabbatein	None	80	2000	['Aditya Chopra']
Antitrust	24	50	2001	['Peter Howitt']
Gin gwai	64	72	2002	['Danny Pang', 'Oxide Chun Pang']
Things We Lost in the Fire	65	73	2007	['Susanne Bier']
L'avventura	94	88	1960	['Michelangelo Antonioni']
The Conspirator	56	62	2010	['Robert Redford']
To the Wonder	47	37	2012	['Terrence Malick']
Primary Colors	81	64	1998	['Mike Nichols']
Les amours imaginaires	73	70	2010	['Xavier Dolan']
Confessions of a Teenage Drama Queen	14	35	2004	['Sara Sugarman']
Runaway Train	86	76	1985	['Andrey Konchalovskiy']
Kvinden i buret	71	67	2013	['Mikkel Nørgaard']
Palo Alto	69	49	2013	['Gia Coppola']
Somewhere in Time	61	88	1980	['Jeannot Szwarc']
Thalaivi	22	70	2021	['A.L. Vijay']
Nell	55	64	1994	['Michael Apted']
Now and Then	30	82	1995	['Lesli Linka Glatter']
The Next Karate Kid	7	24	1994	['Christopher Cain']
Serial Mom	64	72	1994	['John Waters']
Waiting for Guffman	91	91	1996	['Christopher Guest']
Raazi	100	82	2018	['Meghna Gulzar']
The Lady in the Van	89	64	2015	['Nicholas Hytner']
Clouds of Sils Maria	91	65	2014	['Olivier Assayas']
Possessor	94	59	2020	['Brandon Cronenberg']
Lifeboat	93	87	1944	['Alfred Hitchcock']
Article 15	90	95	2019	['Anubhav Sinha']
Sightseers	85	62	2012	['Ben Wheatley']
Mystic Pizza	75	54	1988	['Donald Petrie']
Good Burger	34	63	1997	['Brian Robbins']
Stick It	31	73	2006	['Jessica Bendinger']
Tanu Weds Manu Returns	63	72	2015	['Aanand L. Rai']
The Mosquito Coast	76	61	1986	['Peter Weir']
On the Rocks	86	51	2020	['Sofia Coppola']
Take This Waltz	79	58	2011	['Sarah Polley']
Air America	13	35	1990	['Roger Spottiswoode']
Testament of Youth	84	78	2014	['James Kent']
Bugsy	84	69	1991	['Barry Levinson']
The Necessary Death of Charlie Countryman	27	49	2013	['Fredrik Bond']
Tsotsi	82	86	2005	['Gavin Hood']
Beyond Borders	14	72	2003	['Martin Campbell']
Drop Dead Fred	11	77	1991	['Ate de Jong']
Riding in Cars with Boys	49	66	2001	['Penny Marshall']
12 Rounds	30	45	2009	['Renny Harlin']
The Good Lie	87	82	2014	['Philippe Falardeau']
Silent Running	71	66	1972	['Douglas Trumbull']
The Art of Racing in the Rain	44	96	2019	['Simon Curtis']
Miss Pettigrew Lives for a Day	78	71	2008	['Bharat Nalluri']
Aashiqui 2	17	63	2013	['Mohit Suri']
The Nut Job	12	43	2014	['Peter Lepeniotis']
My Spy	49	37	2020	['Peter Segal']
Dora and the Lost City of Gold	85	88	2019	['James Bobin']
The Kissing Booth 2	27	39	2020	['Vince Marcello']
Pollock	80	74	2000	['Ed Harris']
Murder in the First	50	80	1995	['Marc Rocco']
The Toxic Avenger	70	63	1984	['Michael Herz', 'Lloyd Kaufman']
Turbo Kid	91	77	2015	['François Simard', 'Anouk Whissell', 'Yoann-Karl Whissell']
Stealing Beauty	51	75	1996	['Bernardo Bertolucci']
Wonder Wheel	31	42	2017	['Woody Allen']
Raise Your Voice	15	71	2004	['Sean McNamara']
Kundun	75	79	1997	['Martin Scorsese']
Dirty Dancing: Havana Nights	23	73	2004	['Guy Ferland']
Rare Exports	90	70	2010	['Jalmari Helander']
Destroyer	74	50	2018	['Karyn Kusama']
The Woman in Black 2: Angel of Death	23	24	2014	['Tom Harper']
You Got Served	14	69	2004	['Chris Stokes']
Table 19	25	41	2017	['Jeffrey Blitz']
Playing It Cool	14	33	2014	['Justin Reardon']
Peaceful Warrior	25	76	2006	['Victor Salva']
Little Giants	36	63	1994	['Duwayne Dunham']
Thanks for Sharing	50	43	2012	['Stuart Blumberg']
Selena	65	77	1997	['Gregory Nava']
Third Person	25	34	2013	['Paul Haggis']
Ruthless People	93	72	1986	['Jim Abrahams', 'David Zucker', 'Jerry Zucker']
Pump Up the Volume	80	84	1990	['Allan Moyle']
Secretariat	64	76	2010	['Randall Wallace']
Mr. Church	24	80	2016	['Bruce Beresford']
Beethoven's 2nd	23	31	1993	['Rod Daniel']
Dead Again	83	76	1991	['Kenneth Branagh']
Barb Wire	27	14	1996	['David Hogan']
A Mighty Wind	87	75	2003	['Christopher Guest']
Mask	93	83	1985	['Peter Bogdanovich']
White Bird in a Blizzard	55	43	2014	['Gregg Araki']
Tekken	0	31	2010	['Dwight H. Little']
Play Misty for Me	84	72	1971	['Clint Eastwood']
Valentine	12	33	2001	['Jamie Blanks']
Destination Wedding	51	58	2018	['Victor Levin']
Marvin's Room	84	63	1996	['Jerry Zaks']
Dear White People	91	61	2014	['Justin Simien']
The Ice Road	42	32	2021	['Jonathan Hensleigh']
Your Sister's Sister	83	66	2011	['Lynn Shelton']
Angus, Thongs and Perfect Snogging	73	71	2008	['Gurinder Chadha']
Death Race 2000	81	64	1975	['Paul Bartel']
Suicide Kings	34	74	1997	["Peter O'Fallon"]
What Just Happened	50	22	2008	['Barry Levinson']
Stir Crazy	67	75	1980	['Sidney Poitier']
Book Club	54	51	2018	['Bill Holderman']
Tiger Zinda Hai	69	65	2017	['Ali Abbas Zafar']
Mandela: Long Walk to Freedom	62	68	2013	['Justin Chadwick']
UHF	61	77	1989	['Jay Levey']
Things to Do in Denver When You're Dead	33	72	1995	['Gary Fleder']
What Maisie Knew	87	80	2012	['Scott McGehee', 'David Siegel']
Cutthroat Island	38	40	1995	['Renny Harlin']
Rookie of the Year	35	52	1993	['Daniel Stern']
Cry Wolf	24	51	2005	['Jeff Wadlow']
The Grifters	91	70	1990	['Stephen Frears']
Hollywood Ending	47	49	2002	['Woody Allen']
