title	themes	movie_moods	keywords	date	directors
Raising Arizona	['Comedy on the Edge']	['Unlikely Criminals', 'Kidnapping', 'Mercenaries', 'Parenthood', 'Escape From Prison']	['family', 'going-straight', 'desert', 'infertility', 'kidnapping', 'love', 'toddlers', 'captive', 'captor', 'con/scam', 'ex-convict', 'missing-person', 'police', 'prison-escape', 'quintuplet', 'marriage', 'trailer-park']	1987	['Joel Coen', 'Ethan Coen']
Gamer	['Tough Guys', 'Other Dimensions']	['Lone Wolves', 'Virtual Reality', 'Future Dystopias']	['billionaire', 'criminal', 'death-row', 'interactive', 'reporter', 'tournament', 'video-games', 'virtual-reality']	2009	['Mark Neveldine', 'Brian Taylor']
Kung fu	['A World of Its Own', 'Eyepoppers']	['One Against the Mob', 'Out For Revenge', 'Street Gangs']	['apartment', 'axe', 'gang-leader', 'gang-war', 'Kung-Fu', 'mob-boss', 'murder', 'revolution', 'slum-lord']	2004	['Stephen Chow']
She's Out of My League	['Just for Fun']	['Opposites Attract']	['airport', 'girlfriend', 'odd-couple', 'relationship', 'security-guard']	2010	['Jim Field Smith']
Dumb and Dumber To	['Just for Fun']	['Suicide']	['bumbler', 'idiot', 'moron']	2014	['Bobby Farrelly', 'Peter Farrelly']
The Count of Monte Cristo	['Adrenaline Rush']	['Escape From Prison', 'Miscarriage of Justice', 'Out For Revenge']	['assumed-identity', 'betrayal', 'frame-up', 'love-triangle', 'revenge', 'treasure', 'unjust-imprisonment']	2002	['Kevin Reynolds']
Awakenings	['Triumph of the Spirit']	['Doctors and Patients', 'Finding the Cure', 'Therapy']	['catatonic', 'patient[medical]', 'doctor', 'experiment', 'hospital', 'medical-treatment', 'research', 'friendship']	1990	['Penny Marshall']
Good Morning, Vietnam	['For Love of Country']	['Fighting the System', 'Military Life']	['war', 'ambush', 'bomb', 'censorship', 'comedian', 'DJ', 'jealousy', 'military', 'rock-music', 'romance', 'self-discovery', 'terrorism']	1987	['Barry Levinson']
This Is 40	['Only Human']	['Foibles of Marriage', 'Midlife Crises', 'Nothing Goes Right']	['aging', 'husband-and-wife', 'middle-age', 'couple', 'marriage']	2012	['Judd Apatow']
Roman Holiday	['In the Mood for Love', 'Estrogen Shot', 'Just for Fun']	['Americans Abroad', 'Crowned Heads', 'Assumed Identities']	['princess', 'reporter', 'love', 'rebel', 'role-switching', 'romance', 'tourist', 'vacation', 'news', 'search']	1953	['William Wyler']
Vice	['Comedy on the Edge']	['Heads of State', 'Rise To Power']	['drunk', 'lawyer', 'lesbianism', 'politics', 'treachery', 'Vice-President']	2018	['Adam McKay']
Boyz n the Hood	['Button Pushers', 'Tough Guys']	['Street Gangs', 'Inner City Blues', 'Kids in Trouble']	['teenagers', 'Black[race]', 'poverty', 'urban-problems', 'coming-of-age', 'drugs', 'father', 'friendship', 'gangster', 'neighborhood', 'violence', 'survivor', 'family-tragedy']	1991	['John Singleton']
The Nun	['Nail-biters']	['Demonic Possession', 'Members of the Clergy', 'Suicide']	['abbey', 'demonic-possession', 'ghost', 'haunted', 'investigation', 'monastery', 'nun', 'paranormal', 'priest', 'Romania', 'suicide', 'terror']	2018	['Corin Hardy']
Gake no ue no Ponyo	['Fantastic Reality', 'Young and Old Alike']	['Metamorphosis', 'Mythical Creatures', 'Unlikely Friendships']	['father', 'fish[animal]', 'friendship', 'human', 'magic', 'princess']	2008	['Hayao Miyazaki']
The Invention of Lying	['Button Pushers', 'Just for Fun']	['Chosen One', 'Getting Along [k]', 'Schemes and Ruses', 'Success is the Best Revenge']	['dishonesty', 'religion', 'screenwriter', 'lies', 'loser']	2009	['Ricky Gervais', 'Matthew Robinson']
The Other Woman	['In the Mood for Love']	"['Out For Revenge', 'Romantic Betrayal', ""Women's Friendship""]"	['cheating', 'friendship', 'marriage', 'revenge']	2014	['Nick Cassavetes']
Chasing Amy	['Comedy on the Edge', 'Strictly Speaking']	['Opposites Attract', 'Questioning Sexuality', 'Faltering Friendships']	['lesbianism', 'sexual-orientation', 'artist', 'bisexuality', 'cartoonist', 'comic-book', 'friendship', 'jealousy', 'sexual-identity']	1997	['Kevin Smith']
Lara Croft Tomb Raider: The Cradle of Life	['Adrenaline Rush']	['Heroic Mission', 'Priceless Artifacts and Prized Objects', 'Race Against Time', 'Treasure Hunts']	['adventurer', 'underwater-expedition', 'archaeology', 'artifact', 'exploration', 'globetrotter', 'relic']	2003	['Jan de Bont']
Payback	['Tough Guys', 'Adrenaline Rush']	"[""Criminal's Revenge"", 'Crime Gone Awry']"	['conspiracy', 'double-cross', 'gangster', 'obsession', 'revenge', 'robbery', 'sociopath']	1999	['Brian Helgeland']
Nomadland	['Only Human']	['Existential Crisis', 'Journey of Self-Discovery']	['economic-problems', 'journey', 'nomad', 'on-the-road', 'woman']	2020	['Chloé Zhao']
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan	['Comedy on the Edge']	['Culture Clash', 'Eccentric Families', 'Fathers and Daughters', 'Members of the Press', 'Plagues and Epidemics']	['culture-clash', 'disguise', 'epidemic', 'homecoming', 'journalist', 'Kazakhstan']	2020	['Jason Woliner']
Planes, Trains & Automobiles	['Just for Fun']	['Finding a Way Back Home', 'Nothing Goes Right']	['road-trip', 'cross-country', 'journey', 'on-the-road', 'escapades', 'transportation', 'holiday', 'pest', 'Thanksgiving', 'traveling', 'family', 'mistake', 'salesperson', 'train[locomotive]', 'yuppies', 'accident', 'aerial', 'family-strife']	1987	['John Hughes']
In the Heart of the Sea	['Adrenaline Rush', 'Triumph of the Spirit']	"['Disasters at Sea', 'Heroic Mission', 'Stranded', 'Terror in the Water', ""Writer's Life""]"	['adversity', 'high-seas', 'stranded', 'struggle', 'whale']	2015	['Ron Howard']
Miller's Crossing	['Tough Guys', 'A World of Its Own', 'In a Minor Key']	"[""Criminal's Revenge"", 'Feuds', 'Dishonor Among Thieves']"	['gang-war', 'mob-boss', 'double-cross', 'friendship', 'Irish-American', 'Italian-American']	1990	['Joel Coen', 'Ethan Coen']
Billy Elliot	['Food for Thought', 'Only Human', 'Triumph of the Spirit']	"[""Dancer's Life"", 'Fathers and Sons', 'Teachers and Students', 'Down on Their Luck', 'Questioning Gender Roles']"	['boy', 'ballet-dance', 'dance-student', 'against-all-odds', 'dance-instructor', 'boxing', 'poverty', 'working-class', 'coal-miner']	2000	['Stephen Daldry']
Rebecca	['In a Minor Key', 'Spellbinders']	['Haunted By the Past', 'Servants and Employers', 'Romantic Betrayal', 'Woman In Jeopardy']	['cruelty', 'deception', 'housekeeper', 'investigation', 'mansion', 'marriage', 'servant', 'shrine', 'widow/widower', 'wife']	1940	['Alfred Hitchcock']
Tremors	['Comedy on the Edge']	['Mutants', 'Evil Aliens']	['monster', 'man-eater', 'worm[animal]', 'desert', 'attack', 'small-town', 'handyman']	1990	['Ron Underwood']
Reign of Fire	['Adrenaline Rush']	['Post-Apocalypse', 'Future Barbarians', 'Haunted By the Past', 'Mythical Creatures']	['dragon', 'Apocalypse', 'army', 'firefighter', 'paratrooper', 'sword-and-sorcery', 'hibernation']	2002	['Rob Bowman']
The Kids Are All Right	['Only Human']	['Crumbling Marriages', 'Non-Traditional Families', 'Sibling Relationships']	['biological-family[vs.', 'adoptive]', 'father', 'lesbianism', 'search', 'sibling', 'sperm-bank', 'sperm-donor']	2010	['Lisa Cholodenko']
The Monuments Men	['Memory Lane']	['Art Theft']	['art-collection', 'Nazi']	2014	['George Clooney']
The Parent Trap	['Pick-Me-Ups']	['Assumed Identities', 'Breakups and Divorces', 'Matchmakers', 'Mischievous Children', 'Summer Camp', 'Twins and Lookalikes']	['identity-switch', 'twins', 'divorce', 'parent/child-relationship', 'scheme', 'single-parent', 'summer-camp']	1998	['Nancy Meyers']
The Hours	['In a Minor Key']	"['Suicide', 'Tortured Genius', 'Faltering Friendships', 'Mental Illness', ""Writer's Life"", 'Midlife Crises', 'Mothers and Sons']"	['depression', 'mental-breakdown', 'self-determination', 'angst', 'family-abandonment', 'mental-illness', 'suicide', 'writer', 'novel', 'reading', 'AIDS', 'party', 'regret']	2002	['Stephen Daldry']
Get Hard	['Comedy on the Edge']	"['Cons and Scams', 'Culture Clash', 'Fish Out of Water', ""Men's Friendship"", 'Prison Life', 'Unlikely Criminals', 'Unlikely Friendships']"	['class-clash', 'class-consciousness', 'frame-up', 'odd-couple', 'prison', 'training']	2015	['Etan Cohen']
Highlander	['Fantastic Reality']	['Heroic Mission', 'Immortality', 'Lone Wolves']	['time-travel', 'good-vs-evil', 'immortality', 'warrior', 'clan', 'duel', 'past', 'revenge', 'rival', 'sword-and-sorcery']	1986	['Russell Mulcahy']
Accepted	['Gutbusters', 'Just for Fun']	['College Life', 'Misfits and Outsiders', 'Schemes and Ruses', 'Underdogs', 'Party Film']	['campus', 'college', 'college-admissions', 'dormitory', 'education', 'rejection', 'slacker', 'website']	2006	['Steve Pink']
Syriana	['Food for Thought']	['Political Corruption', 'Political Unrest', 'Office Politics', 'Terrorism', 'Assassination Plots']	['CIA', '(Central-Intelligence-Agency)', 'federal-agent', 'Middle-East', 'oil-industry', 'political-power', 'terrorism', 'wealth']	2005	['Stephen Gaghan']
Hail, Caesar!	['Comedy on the Edge', 'Memory Lane']	"[""Actor's Life"", 'Filmmaking', 'Kidnapping', 'Scandals and Cover-Ups']"	['Communism', 'gossip-columnist', 'Hollywood', 'movie-studio', 'musical[play]', 'water-ballet']	2016	['Ethan Coen', 'Joel Coen']
The Big Sick	['In the Mood for Love']	['Battling Illness', 'Families in Crisis', 'Immigrant Life', 'Interracial/Cross-Cultural Romance']	['break-up[romantic]', 'family-disapproval', 'family-illness', 'forbidden-love', 'Muslim', 'White', '(Caucasian)']	2017	['Michael Showalter']
Lady and the Tramp	['In the Mood for Love', 'Young and Old Alike']	"[""Man's Best Friend"", 'Opposites Attract']"	['love', 'animal', 'dog', 'romance']	1955	['Directors', 'Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske']
16 Blocks	['Nail-biters']	['Crisis of Conscience', 'Police Corruption', 'Race Against Time', 'Witness Protection']	['criminal', 'escort', 'police-corruption', 'police-detective', 'police-officer', 'testimony']	2006	['Richard Donner']
Happy Death Day	['Blood and Gore', 'Head Trips']	['College Life', 'Dying Young', 'Race Against Time', 'Stalkers', 'Woman In Jeopardy']	['birthday', 'college-student', 'crime-solving', 'killer', 'murder', 'repetition', 'woman']	2017	['Christopher Landon']
The Break-Up	['Just for Fun']	['Breakups and Divorces', 'Battle of the Sexes', 'Feuds', 'Romantic Betrayal', 'Opposites Attract']	['break-up[romantic]', 'fighting', 'real-estate', 'revenge']	2006	['Peyton Reed']
Ready or Not	['Adrenaline Rush', 'Blood and Gore']	['Eccentric Families', 'On the Run', 'Trapped or Confined', 'Wedding Bells']	['bride', 'eccentric', 'family', 'game', 'games', 'hide-and-seek', 'on-the-run', 'trapped', 'wedding']	2019	['Matt Bettinelli-Olpin', 'Tyler Gillett']
John Q	['Food for Thought']	['Hostage Situations', 'Doctors and Patients', 'Fathers and Sons', 'Race Against Time', 'Class Differences', 'Down on Their Luck']	['health-care-system', 'heart-transplant', 'HMO', '(Health', 'Maintenance', 'Organization)', 'hospital', 'hostage', 'insurance', 'media-circus', 'medical-expense']	2002	['Nick Cassavetes']
Capote	['Strictly Speaking', 'Uncomfortable Viewing', 'Unloveables']	"['Obsessive Quests', ""Writer's Life"", 'Murder Investigations']"	['book', 'editor', 'investigation', 'manipulation', 'murder', 'murder-trial', 'novel', 'prison', 'publisher', 'writer']	2005	['Bennett Miller']
Identity Thief	['Just for Fun']	['Assumed Identities', 'Cons and Scams']	['accountant', 'identity-theft']	2013	['Seth Gordon']
8MM	['Nail-biters']	['Obsessive Quests', 'Fish Out of Water', 'Private Eyes', 'Thrill Crime']	['private-detective', 'pornography', 'snuff-film', 'runaway[from', 'home]', 'underground[counterculture]', 'bookstore']	1999	['Joel Schumacher']
Stuart Little	['Fantastic Reality']	['Adoption', 'Mischievous Children', 'Opposites Attract', 'Talking Animals']	['adoption', 'brother', 'cat', 'family', 'fight', 'kidnapping', 'mouse[animal]']	1999	['Rob Minkoff']
The Men Who Stare at Goats	['Comedy on the Edge']	['Behind Enemy Lines', 'Members of the Press', 'Military Life', 'Psychic Abilities']	['paranormal', 'reporter', 'soldier', 'clairvoyance', 'Iraq', 'military', 'New-Age', 'army', 'desert', 'experiment', 'LSD']	2009	['Grant Heslov']
Deep Blue Sea	['Adrenaline Rush', 'Nail-biters']	['Experiments Gone Awry', 'Terror in the Water', 'When Animals Attack', 'Disasters at Sea']	['brain', 'distrust', 'intellectual', 'regeneration', 'research', 'shark', 'underwater']	1999	['Renny Harlin']
Scream 3	['Nail-biters']	['Serial Killers', 'Haunted By the Past', 'Mind Games']	['actor', 'deputy', 'detective', 'film-director', 'filmmaker', 'killing', 'slasher', 'starlet', 'survivor', 'telejournalist']	2000	['Wes Craven']
Strangers on a Train	['Nail-biters']	['Dangerous Friends', 'Perfect Crime', 'Double Life']	['father', 'murder', 'train[locomotive]', 'wife', 'tennis', 'merry-go-round', 'psychopath']	1951	['Alfred Hitchcock']
Spartacus	['Tough Guys', 'Triumph of the Spirit']	['Heroic Mission', 'Social Injustice', 'Class Differences', 'Righting the Wronged']	['rebel-leader', 'Roman', 'slavery', 'escape', 'gladiator', 'Senator', 'battle[war]', 'crucifixion']	1960	['Stanley Kubrick']
The Curse of the Were-Rabbit	['Just for Fun', 'Young and Old Alike']	"['Experiments Gone Awry', 'Werewolves', ""Man's Best Friend""]"	['inventor', 'dog', 'gardener', 'rabbit', 'competition', 'hunting', 'shapeshifter', 'capture', 'vegetable[food]']	2005	['Steve Box', 'Nick Park']
Labyrinth	['Other Dimensions']	['Race Against Time', 'Daring Rescues', 'Fantasy Lands', 'Magically Transported', 'When the Parents Are Away', 'Wishes Come True']	['labyrinth', 'fantasy-world', 'kidnapping', 'monster', 'sorcerer', 'babysitter', 'coming-of-age', 'family', 'goblin', 'magic', 'rescue', 'sibling', 'troll', 'wish-fulfillment', 'child-abuse', 'alien[not', 'human]']	1986	['Jim Henson']
Friday the 13th	['Blood and Gore']	['Serial Killers', 'Summer Camp']	['homicidal-maniac', 'serial-killer', 'slasher', 'killing-spree', 'lake', 'summer-camp', 'camp', 'counselor', 'death', 'promiscuity', 'psychopath', 'rampage', 'teenagers', 'drowning', 'mental-retardation']	1980	['Sean S. Cunningham']
Still Alice	['A Good Cry', 'Food for Thought', 'In a Minor Key']	['Battling Illness', 'Families in Crisis', 'Living With Disability', 'Mothers and Daughters']	"[""Alzheimer's-Disease"", 'family', 'professor']"	2014	['Richard Glatzer', 'Wash Westmoreland']
The Mortal Instruments: City of Bones	['Fantastic Reality']	"['Daring Rescues', ""Discovering One's Heritage"", 'Fantasy Lands', 'Mothers and Daughters', 'Mythical Creatures']"	['alternate-reality', 'parallel-dimensions', 'rescue', 'teenagers', 'warrior', 'demon', 'descendant']	2013	['Harald Zwart']
The Mule	['Tough Guys']	['Drug Trade', 'Fish Out of Water', 'Unlikely Criminals']	['cartel', 'DEA', '(Drug', 'Enforcement', 'Agency)', 'drug-smuggler', 'drug-trade', 'law-enforcement', 'veteran[military]']	2018	['Clint Eastwood']
Last Vegas	['Just for Fun', 'Only Human']	['Faltering Friendships', 'Fathers and Sons', 'Golden Years', 'Love Triangles', 'Party Film']	['friendship', 'bachelor-party']	2013	['Jon Turteltaub']
Shallow Hal	['Fantastic Reality', 'Pick-Me-Ups']	['Opposites Attract', 'Arrested Adolescence', 'Looking For Love']	['hypnosis', 'perception', 'overweight', 'superficiality', 'womanizer', 'self-esteem', 'self-image', 'beauty[physical]', 'Peace-Corps', 'volunteer']	2001	['Bobby Farrelly', 'Peter Farrelly']
Stalker	['Head Trips', 'Other Dimensions']	['Obsessive Quests', 'Future Dystopias', 'Post-Apocalypse']	['guide', 'journey', 'scientist', 'writer', 'reality', 'search', 'room', 'supernatural-forces', 'wasteland']	1979	['Andrei Tarkovsky']
Irréversible	['Abandon All Hope', 'Uncomfortable Viewing']	['Out For Revenge', 'Woman In Jeopardy', 'Faltering Friendships', 'Mind Games']	['brutality', 'French[nationality]', 'nightclub', 'rape', 'sodomy', 'violence', 'gay-bashing']	2002	['Gaspar Noé']
The Bodyguard	['In the Mood for Love']	"['Interracial/Cross-Cultural Romance', 'Bodyguards', ""Musician's Life"", 'Protecting the Innocent', 'Woman In Jeopardy']"	['diva', 'music-star', 'singer', 'death-threat', 'fanatic', 'obsession', 'stalking', 'bodyguard', 'investigation', 'love', 'forbidden-love', 'battle-of-the-sexes', 'music']	1992	['Mick Jackson']
Killer Elite	['Tough Guys']	['Assassination Plots', 'Daring Rescues', 'Hired Killers', 'Mentors', 'On the Run']	['assassination', 'mentor', 'missing-person', 'on-the-run', 'retirement', 'search', 'tracking[following]']	2011	['Gary McKendry']
10,000 BC	['Other Dimensions']	['Heroic Mission', 'Lost Worlds']	['caveman', 'hunting', 'mammoth', 'prehistoric', 'primitive', 'tribe']	2008	['Roland Emmerich']
From Russia with Love	['Adrenaline Rush']	['Traitorous Spies/Double Agents']	['code[encryption]', 'good-guy', 'Russia', 'train[locomotive]', 'assassination', 'Cold-War', 'espionage', 'criminal', 'on-the-run', 'poison', 'switchblade']	1963	['Terence Young']
Matchstick Men	['Only Human']	['Fathers and Daughters', 'Cons and Scams', 'Hotshots', 'Mental Illness', 'Therapy']	['con-artist', 'con/scam', 'daughter', 'ex-wife', 'mental-illness', 'psychiatrist', 'reunion']	2003	['Ridley Scott']
Savages	['Adrenaline Rush', 'Nail-biters']	['Daring Rescues', 'Drug Trade', 'Kidnapping', 'Love Triangles']	['cartel', 'marijuana']	2012	['Oliver Stone']
The Firm	['Nail-biters']	['Office Politics', 'Fighting the System', 'Whistleblowers', 'Dangerous Friends']	['blackmail', 'corruption', 'detective', 'FBI', '(Federal', 'Bureau', 'of', 'Investigation)', 'fraud', 'gangster', 'graduation', 'hitman', 'investigation', 'investigator', 'killing', 'lawyer', 'money-laundering', 'murder']	1993	['Sydney Pollack']
Onward	['Young and Old Alike']	['Fantasy Lands', 'Mythical Creatures', 'Obsessive Quests', 'On the Run']	['brotherhood', 'elf', 'fantasy-world', 'journey', 'magic', 'on-the-run']	2020	['Dan Scanlon']
Hollow Man	['Fantastic Reality', 'Nail-biters']	['Invisible People', 'Experiments Gone Awry', 'Mad Scientists']	['invisibility', 'insanity', 'serum', 'laboratory', 'military-base', 'imprisonment']	2000	['Paul Verhoeven']
